match_id,hero_id,account_id,net_worth,kills,deaths,hero_damage,gold_per_min,assists,xp_per_min,last_hits,tower_damage,obs_placed,roshans_killed,isRadiant,win
6880942903,75,,6682,7,1,9318,359,14,400,38,2298,,,True,1
6880942903,123,,7935,10,0,13414,424,14,526,49,2617,,,True,1
6880942903,17,,3824,0,4,708,193,0,213,54,0,,,False,0
6880942903,26,,3278,1,8,4694,194,3,407,3,32,,,False,0
6880942903,70,,4209,3,5,8444,227,2,257,37,0,,,False,0
6880942903,32,301667636.0,2131,1,14,2121,179,4,151,23,0,,,False,0
6880942903,51,,4484,1,15,4863,272,3,320,25,0,,,False,0
6880940815,8,1302432940.0,202,0,2,818,144,0,116,13,0,,,True,0
6880940815,121,91970173.0,1,1,7,4266,210,3,187,15,0,,,True,0
6880940815,56,,9079,0,10,4824,499,0,317,56,0,,,True,0
6880940815,97,,201,4,9,7649,360,5,328,6,0,,,True,0
6880940815,100,,10437,3,7,7648,555,6,349,46,0,,,True,0
6880940815,86,157942237.0,6883,8,2,10214,373,14,442,33,1370,,,False,1
6880940815,14,1094305887.0,10268,8,1,14242,501,15,563,90,2176,,,False,1
6880940815,94,137410368.0,11413,5,0,7910,540,4,633,164,4595,,,False,1
6880940815,19,,10950,12,1,18453,525,12,621,81,7300,,,False,1
6880940815,36,,5630,1,8,6214,273,20,344,29,1163,,,False,1
6880940811,23,1452775841.0,7769,2,4,9033,369,1,510,133,136,,,True,0
6880940811,25,,4702,3,9,7445,199,4,239,18,199,,,True,0
6880940811,137,,4926,3,10,8265,214,5,249,26,163,,,True,0
6880940811,135,,5995,2,8,6442,257,4,254,66,0,,,True,0
6880940811,56,89042173.0,8640,3,6,10810,358,1,415,137,415,,,True,0
6880940811,14,,7186,6,5,8344,313,11,464,14,439,,,False,1
6880940811,41,,15613,8,1,13353,623,9,700,187,3251,,,False,1
6880940811,5,,7310,0,6,5711,321,20,329,20,236,,,False,1
6880940811,75,,13645,13,0,26031,547,10,673,107,6195,,,False,1
6880940811,104,383430869.0,18593,10,1,15399,726,5,854,219,20384,,,False,1
6880939412,106,136230547.0,5056,1,3,10158,265,0,309,64,0,,,True,0
6880939412,37,320914282.0,3048,0,4,4662,127,1,174,3,0,,,True,0
6880939412,7,206892348.0,2421,0,7,5873,156,1,161,11,0,,,True,0
6880939412,135,366926549.0,589,5,5,8095,335,1,382,64,0,,,True,0
6880939412,17,325304186.0,6035,0,8,9134,319,2,380,95,0,,,True,0
6880939412,31,161408457.0,5211,6,1,8572,289,12,396,20,279,,,False,1
6880939412,33,128161292.0,6490,1,1,6276,302,9,382,62,3201,,,False,1
6880939412,104,,9943,5,1,10192,472,6,516,123,773,,,False,1
6880939412,93,130106718.0,10351,5,3,9807,508,4,558,123,2783,,,False,1
6880939412,10,219100054.0,12769,9,0,16859,612,3,620,148,11734,,,False,1
6880938910,41,142004798.0,5379,2,0,1696,500,4,455,44,5524,,,True,1
6880938910,85,140312673.0,3034,3,2,2988,307,4,144,18,0,,,True,1
6880938910,82,134995830.0,4402,2,3,1870,421,4,349,34,3091,,,True,1
6880938910,76,162163576.0,3858,0,2,1411,371,6,228,42,111,,,True,1
6880938910,19,218798341.0,3817,3,2,787,351,0,260,27,0,,,True,1
6880938910,107,139034160.0,1763,0,2,776,186,5,169,17,0,,,False,0
6880938910,29,,1990,0,1,200,171,3,113,23,0,,,False,0
6880938910,15,,4741,5,2,4947,445,4,390,42,111,,,False,0
6880938910,40,283603510.0,2997,1,3,5456,263,7,314,32,0,,,False,0
6880938910,89,139844499.0,2398,0,2,1104,209,3,211,45,0,,,False,0
6880938806,20,,4510,1,6,9117,243,9,352,14,35,,,True,0
6880938806,63,,6227,6,5,12394,380,3,463,83,244,,,True,0
6880938806,66,431395014.0,4385,1,6,3017,250,0,354,53,1544,,,True,0
6880938806,28,,3557,0,3,2353,176,3,227,33,0,,,True,0
6880938806,11,286239670.0,6483,4,5,8282,372,7,327,71,0,,,True,0
6880938806,53,248981739.0,10493,4,3,13135,588,13,423,117,12818,,,False,1
6880938806,114,,9916,2,1,2471,502,1,459,129,4078,,,False,1
6880938806,135,,7109,5,6,11641,373,14,402,30,2155,,,False,1
6880938806,85,197242746.0,5290,2,1,2911,295,12,272,17,1405,,,False,1
6880938806,47,110839273.0,10421,12,2,17694,539,5,511,76,5472,,,False,1
6880938516,27,,6922,2,10,12396,336,6,296,98,0,,,True,0
6880938516,14,,3993,3,14,13069,214,4,270,26,0,,,True,0
6880938516,8,,9485,4,7,9249,436,1,493,146,547,,,True,0
6880938516,51,,3222,0,8,8704,170,6,213,19,0,,,True,0
6880938516,137,79800302.0,5316,2,5,10668,224,6,228,31,0,,,True,0
6880938516,6,,13773,15,1,26954,639,15,676,144,13822,,,False,1
6880938516,50,,9579,9,1,15979,424,28,578,49,3078,,,False,1
6880938516,107,,7797,2,4,7498,329,19,399,43,3062,,,False,1
6880938516,15,,10395,10,4,16489,425,15,453,50,7094,,,False,1
6880938516,85,5040709.0,8144,4,2,8412,349,25,409,39,1554,,,False,1
6880938414,110,,4610,0,10,8691,208,1,243,38,0,,,True,0
6880938414,95,,4279,0,7,2911,196,0,227,42,36,,,True,0
6880938414,70,308624431.0,6948,6,8,18278,373,1,415,85,0,,,True,0
6880938414,136,,5229,4,8,8898,248,4,346,18,0,,,True,0
6880938414,11,,6619,0,7,11855,325,0,406,107,0,,,True,0
6880938414,81,1142093437.0,18345,23,0,32814,800,9,1004,141,7925,,,False,1
6880938414,85,,8267,3,1,7624,422,20,603,59,2237,,,False,1
6880938414,54,,13930,11,2,12720,607,9,740,124,8511,,,False,1
6880938414,83,,7450,3,7,6370,326,18,407,24,2436,,,False,1
6880938414,22,,102,0,0,0,159,0,22,0,0,,,False,1
6880937412,9,,11062,3,2,6685,494,10,541,140,4647,,,True,1
6880937412,68,94896683.0,4732,2,6,5371,245,11,282,18,383,,,True,1
6880937412,20,,4082,0,4,8247,243,13,291,23,265,,,True,1
6880937412,76,,11361,7,0,13945,489,5,595,110,9573,,,True,1
6880937412,44,,14876,18,0,15024,659,1,739,132,7122,,,True,1
6880937412,84,,6001,3,10,8137,300,5,364,48,0,,,False,0
6880937412,13,,6368,1,9,6649,294,1,339,82,0,,,False,0
6880937412,42,,8984,1,6,4776,386,1,423,128,381,,,False,0
6880937412,12,,7545,5,2,4047,326,4,363,101,0,,,False,0
6880937412,35,483767882.0,4446,2,4,10135,193,2,229,21,0,,,False,0
6880937315,5,,3211,1,6,7423,172,4,258,16,46,,,True,0
6880937315,50,,2789,0,4,4233,131,2,168,10,0,,,True,0
6880937315,104,,5875,2,8,9119,274,3,321,67,0,,,True,0
6880937315,136,,4614,1,9,2803,199,2,379,29,0,,,True,0
6880937315,19,,6434,1,8,7357,281,2,280,50,25,,,True,0
6880937315,30,,7675,7,4,15156,354,13,471,27,1435,,,False,1
6880937315,8,1096027252.0,11837,1,1,12899,506,15,536,157,6652,,,False,1
6880937315,11,,15169,9,1,16973,678,7,754,190,17552,,,False,1
6880937315,74,151769622.0,9510,9,1,12117,410,8,409,43,1596,,,False,1
6880937315,14,836387725.0,12447,9,0,14375,535,11,510,120,1868,,,False,1
6880936605,28,138850680.0,7654,6,1,5036,456,7,408,64,3245,,,True,1
6880936605,35,143870857.0,7895,6,1,10248,486,5,428,73,7256,,,True,1
6880936605,114,260237708.0,9192,6,0,10422,549,5,447,85,4605,,,True,1
6880936605,32,292843967.0,4677,4,4,5207,286,8,264,12,2151,,,True,1
6880936605,123,457314364.0,4490,2,1,7409,288,12,417,17,763,,,True,1
6880936605,135,180506341.0,3410,2,4,3669,216,1,277,37,0,,,False,0
6880936605,7,172484059.0,3493,2,4,6269,220,1,269,29,0,,,False,0
6880936605,92,,2878,1,5,2884,180,2,203,18,0,,,False,0
6880936605,106,866172035.0,2920,0,5,1690,157,1,163,20,0,,,False,0
6880936605,113,1090501502.0,3099,2,6,5455,217,2,176,33,0,,,False,0
6880936511,2,,13332,11,7,20749,496,18,666,114,3985,,,True,1
6880936511,84,171437219.0,6796,1,3,14517,257,24,489,11,1004,,,True,1
6880936511,46,,16423,1,3,7283,593,7,767,300,8379,,,True,1
6880936511,126,,13898,14,0,22430,530,18,803,109,2200,,,True,1
6880936511,70,,12377,15,8,26901,488,6,682,87,2568,,,True,1
6880936511,56,,8334,1,10,11060,342,3,478,134,0,,,False,0
6880936511,14,242102707.0,9980,11,10,17747,412,5,436,101,892,,,False,0
6880936511,29,163571308.0,6195,3,6,10841,242,11,342,48,532,,,False,0
6880936511,44,,9634,3,5,5944,364,4,433,139,0,,,False,0
6880936511,26,476218240.0,4697,3,11,9115,206,5,267,20,0,,,False,0
6880936017,44,,8613,1,8,8419,338,4,407,131,334,,,True,0
6880936017,22,,9078,4,5,25146,380,3,552,123,30,,,True,0
6880936017,28,484055956.0,7257,6,12,10948,290,2,397,45,0,,,True,0
6880936017,47,,4687,1,9,8693,207,1,276,61,114,,,True,0
6880936017,107,,6398,1,8,8377,254,7,374,75,0,,,True,0
6880936017,14,193915775.0,9197,4,4,8018,344,15,529,52,1495,,,False,1
6880936017,104,371462799.0,17520,17,2,17897,639,6,744,163,14549,,,False,1
6880936017,23,469320562.0,15858,7,1,17501,564,10,799,151,4567,,,False,1
6880936017,31,,8943,8,2,15445,345,23,534,21,1798,,,False,1
6880936017,123,,15743,6,4,18708,565,14,689,181,5662,,,False,1
6880936009,17,,13479,9,6,14126,497,9,576,110,2444,,,True,1
6880936009,92,,10145,8,3,11127,359,12,506,63,6035,,,True,1
6880936009,64,,9289,7,5,21353,354,19,525,25,5082,,,True,1
6880936009,109,,17041,9,2,21155,586,13,666,195,7902,,,True,1
6880936009,42,,12718,4,3,12307,460,12,655,167,2512,,,True,1
6880936009,10,1002567766.0,7510,1,8,7826,285,12,387,58,0,,,False,0
6880936009,114,900347234.0,7204,5,7,9107,262,2,365,44,0,,,False,0
6880936009,80,,12087,11,6,21725,441,4,623,115,1129,,,False,0
6880936009,31,,4655,0,8,7407,172,5,307,27,76,,,False,0
6880936009,70,,6554,1,8,3014,247,1,249,72,480,,,False,0
6880935900,11,,18468,13,2,22176,679,4,664,205,13761,,,True,1
6880935900,38,295723066.0,8865,2,3,8322,353,20,462,41,7211,,,True,1
6880935900,28,260049205.0,10683,5,5,7488,392,9,398,81,1897,,,True,1
6880935900,14,234897379.0,14216,13,2,20102,544,11,737,114,2933,,,True,1
6880935900,85,,9006,8,4,11328,387,23,492,40,1110,,,True,1
6880935900,47,,4969,0,9,9882,198,4,234,37,0,,,False,0
6880935900,113,,9070,1,9,11373,380,3,354,87,268,,,False,0
6880935900,15,,7532,2,9,13764,308,5,286,100,0,,,False,0
6880935900,5,,4692,4,10,8546,182,3,189,7,0,,,False,0
6880935900,99,838241239.0,10546,6,5,14623,406,3,500,136,0,,,False,0
6880935419,89,,7766,2,10,5863,310,2,320,137,1144,,,True,0
6880935419,71,1042915899.0,6420,1,11,6513,285,4,391,72,71,,,True,0
6880935419,57,428011121.0,4870,1,8,5347,182,4,167,27,208,,,True,0
6880935419,37,1061036596.0,6527,2,4,15386,246,3,336,50,0,,,True,0
6880935419,35,,5533,3,8,9189,215,1,243,41,44,,,True,0
6880935419,51,,8383,5,5,10210,314,12,502,26,1346,,,False,1
6880935419,11,464949116.0,17171,11,0,25704,644,12,666,202,10271,,,False,1
6880935419,10,1051632941.0,18046,10,2,19095,665,5,762,247,12491,,,False,1
6880935419,2,,14141,9,0,13363,508,10,631,125,1202,,,False,1
6880935419,5,,8329,6,3,11500,326,14,532,26,103,,,False,1
6880935117,61,,2960,0,4,3026,312,0,279,44,0,,,True,0
6880935117,56,429283387.0,5079,0,3,3878,431,0,323,48,0,,,True,0
6880935117,84,,965,0,4,3634,152,0,116,4,0,,,True,0
6880935117,66,,1040,0,2,1277,100,0,142,3,0,,,True,0
6880935117,25,252625397.0,4005,2,2,4913,370,0,440,49,24,,,True,0
6880935117,126,,5179,2,1,4974,448,3,478,77,186,,,False,1
6880935117,71,1004635433.0,2284,0,0,3080,197,7,201,4,0,,,False,1
6880935117,129,,5936,3,0,4727,481,1,498,68,841,,,False,1
6880935117,106,93411540.0,5630,5,0,8304,460,4,429,55,946,,,False,1
6880935117,9,,2930,4,1,5178,255,4,246,5,451,,,False,1
6880935000,11,244144384.0,5956,4,9,17306,379,3,515,106,0,,,True,0
6880935000,71,,5031,3,8,7552,284,5,299,52,0,,,True,0
6880935000,109,,8801,3,3,9832,477,5,417,152,1030,,,True,0
6880935000,22,,8617,3,5,17862,386,5,299,19,48,,,True,0
6880935000,47,190271862.0,3506,2,10,10863,236,7,270,40,520,,,True,0
6880935000,93,268268652.0,12359,9,1,9849,489,2,557,149,3268,,,False,1
6880935000,137,1009091770.0,15085,17,3,26337,602,7,751,113,2409,,,False,1
6880935000,63,375815862.0,10407,3,3,8384,422,13,510,101,2955,,,False,1
6880935000,62,853915393.0,9876,3,0,8566,391,13,423,16,851,,,False,1
6880935000,87,485176128.0,6096,2,8,7459,273,17,387,15,515,,,False,1
6880934304,67,142044039.0,17562,17,1,31414,636,22,901,184,3475,,,True,1
6880934304,46,141370647.0,21815,23,3,42420,775,8,983,241,8173,,,True,1
6880934304,40,131474321.0,10643,0,4,13031,390,13,488,113,1958,,,True,1
6880934304,69,,12615,6,6,15698,471,24,508,91,2633,,,True,1
6880934304,57,,7501,5,3,10374,305,26,570,20,1835,,,True,1
6880934304,62,,9157,9,7,15907,360,4,355,34,0,,,False,0
6880934304,54,928614687.0,8451,3,9,9022,362,4,402,129,729,,,False,0
6880934304,32,,5798,0,9,8396,239,17,301,55,0,,,False,0
6880934304,84,341601831.0,2589,0,21,9930,203,4,279,50,871,,,False,0
6880934304,27,,7136,4,6,11460,270,9,331,52,0,,,False,0
6880934215,7,,100,0,2,1682,206,2,194,14,116,,,True,0
6880934215,54,,100,0,0,0,107,0,11,0,0,,,True,0
6880934215,86,,4445,0,5,932,358,0,245,13,47,,,True,0
6880934215,97,,4000,3,1,3046,370,0,235,33,192,,,True,0
6880934215,74,,4205,2,3,5093,468,0,449,45,0,,,True,0
6880934215,45,,3367,2,2,3094,272,3,313,27,281,,,False,1
6880934215,53,,7070,3,0,4692,555,5,457,90,3142,,,False,1
6880934215,11,282761654.0,4397,0,1,2261,367,1,454,85,0,,,False,1
6880934215,120,1061231335.0,6409,4,2,5449,530,1,603,77,482,,,False,1
6880934215,112,1184793138.0,3014,1,0,3426,216,6,325,9,138,,,False,1
6880933811,105,370781551.0,4722,3,2,1989,340,9,238,17,734,,,True,1
6880933811,74,254044228.0,4866,0,1,2408,325,6,247,39,5849,,,True,1
6880933811,41,,6537,8,3,6349,487,1,386,35,0,,,True,1
6880933811,109,125800387.0,5423,3,2,2671,378,3,374,32,2166,,,True,1
6880933811,84,,4222,2,3,7097,330,4,370,26,133,,,True,1
6880933811,70,,4463,1,5,2423,362,4,330,63,0,,,False,0
6880933811,15,,5432,9,5,8117,456,0,532,31,0,,,False,0
6880933811,29,,3295,0,3,291,248,2,308,40,292,,,False,0
6880933811,66,,2953,0,3,624,221,2,257,21,431,,,False,0
6880933811,2,,3123,1,2,2474,245,3,269,21,0,,,False,0
6880933519,54,149239914.0,15347,11,3,21143,589,12,775,163,5948,,,True,1
6880933519,72,1246576454.0,8558,2,8,15416,379,17,492,65,406,,,True,1
6880933519,70,177479596.0,15672,19,5,29050,606,11,842,105,1425,,,True,1
6880933519,80,611388808.0,19561,7,2,16329,731,10,845,210,25849,,,True,1
6880933519,75,132131304.0,7643,7,9,17494,367,18,535,20,229,,,True,1
6880933519,14,138937308.0,7640,4,14,8813,321,9,392,44,148,,,False,0
6880933519,2,200694260.0,8442,2,9,16836,377,3,603,120,231,,,False,0
6880933519,32,193969812.0,7101,5,10,12110,287,16,432,27,0,,,False,0
6880933519,44,141546228.0,12048,7,6,14091,510,10,596,177,0,,,False,0
6880933519,62,,13846,7,9,17927,539,13,547,58,400,,,False,0
6880933500,11,,17942,13,5,24662,658,9,793,220,17398,,,True,1
6880933500,40,136010529.0,11971,1,4,18923,446,14,460,115,1114,,,True,1
6880933500,102,129879232.0,12897,8,1,17696,463,9,590,122,3867,,,True,1
6880933500,119,217868038.0,7050,2,4,9799,283,13,388,41,558,,,True,1
6880933500,67,126568213.0,13992,6,3,16022,536,9,717,190,719,,,True,1
