match_id,player,opponent,winner
6880936119,863576051,267410084,267410084
6880936402,279720210,1166828407,279720210
6880936505,1225143079,223937751,1225143079
6880936510,1016471283,158685963,158685963
6880936511,242102707,171437219,171437219
6880936605,180506341,138850680,138850680
6880936718,109132674,165061823,165061823
6880936906,414369690,839461855,414369690
6880936918,232339666,285605068,285605068
6880937401,189881247,139320890,139320890
6880937412,483767882,948966830,948966830
6880937414,1417414981,1272618483,1272618483
6880937612,903641167,179749867,903641167
6880937618,1230137393,227326506,227326506
6880937709,360935390,113495802,113495802
6880937711,1199141987,924537752,924537752
6880937904,1217623797,994117870,1217623797
6880938001,382432270,851380445,382432270
6880938015,408015007,925805430,408015007
6880938019,848616111,247197750,848616111
6880938308,244646331,170996639,244646331
6880938312,402991078,122418964,402991078
6880938414,1142093437,308624431,1142093437
6880938516,504070900,798003020,504070900
6880938610,906809895,238452462,906809895
6880938612,236890634,1009091915,1009091915
6880938617,236890173,361360792,361360792
6880938700,164882500,234850435,164882500
6880938806,248981739,431395014,248981739
6880938901,1016224764,135191332,135191332
6880938910,139034160,142004798,142004798
6880938914,328937982,334716466,328937982
6880939000,186538552,135269877,135269877
6880939202,121977890,183595464,183595464
6880939204,122883336,218741819,218741819
6880939410,841951380,342425150,841951380
6880939412,161408457,136230547,161408457
6880939414,173992988,1017489338,173992988
6880939508,142012112,372226112,372226112
6880939912,108093000,371196800,371196800
6880940101,822336610,127931512,822336610
6880940209,135014854,136958393,135014854
6880940415,223431966,109414291,223431966
6880940710,152867979,136920805,152867979
6880940811,383430869,1452775841,383430869
6880940813,144406650,137974897,137974897
6880940815,157942237,1302432940,157942237
6880940903,313890930,253208908,253208908
6880940904,444656386,259152144,444656386
6880941012,887841933,918748772,887841933
6880941109,286905282,206305986,286905282
6880941112,1420663571,361859362,361859362
6880941117,372850269,360177337,372850269
6880941315,201379480,312582076,312582076
6880941319,290542444,392262149,392262149
6880941500,170778652,702604240,702604240
6880941504,869818750,121981169,121981169
6880941718,1283815124,1290733631,1290733631
6880942307,227841954,193094822,227841954
6880942405,843607767,1132385347,843607767
6880942614,342926722,150355015,150355015
6880942705,122061170,199281283,199281283
6880942714,149131184,148882267,148882267
6880942716,136198873,190456324,190456324
6880942811,764073780,158432582,764073780
6880942815,320507822,105544528,105544528
6880942900,1173044291,1177990211,1173044291
6880942901,121518386,314733296,314733296
6880942903,301667636,349754378,349754378
6880942906,443857971,867105000,443857971
6880943009,960077112,487673160,487673160
6880943106,181370620,405079318,405079318
6880943416,1138319275,1223380305,1138319275
6880943706,118033014,879770021,118033014
6880943708,836177527,192266679,192266679
6880944202,871597021,119836953,119836953
6880944308,1413985763,1132018214,1132018214
6880944315,142106552,414970701,142106552
6880944405,214790969,347864681,347864681
6880944500,937693084,718261530,718261530
6880944710,402619162,488860225,488860225
6880944804,401264000,112083754,401264000
6880945011,218432174,979578020,218432174
6880945019,200886307,422434966,422434966
6880945201,971841960,352911205,971841960
6880945305,374649554,135582285,374649554
6880945310,470753925,266233568,266233568
6880945319,290783226,152639053,290783226
6880945410,184562755,144345202,184562755
6880945516,104207430,183962036,183962036
6880945517,165035230,164755246,165035230
6880945518,673643640,181879010,673643640
6880945616,158922050,337070685,337070685
6880945802,199985427,315147723,315147723
6880945817,389274555,137671505,137671505
6880947406,711774280,895637765,711774280
6880947407,118059059,231980883,118059059
6880947409,196290870,336793089,336793089
6880947417,153276691,139834907,139834907
6880947504,365584512,183434833,183434833
6880947513,120820066,213302923,213302923
6880947610,533393440,352551520,352551520
6880947612,263817244,214943519,214943519
6880947613,334443921,192200895,192200895
6880947711,353797521,150095470,353797521
6880947909,448215293,196612446,448215293
6880947910,191000171,177259668,191000171
6880947914,249761147,106057482,249761147
6880947919,423329465,143108262,143108262
6880948003,141191468,1362135286,141191468
6880948102,169814159,1440303323,1440303323
6880948206,192116416,345248038,345248038
6880948209,841162888,207406884,207406884
6880948700,197759181,470507311,197759181
6880948904,166459048,360303893,166459048
6880948906,857115467,113552988,857115467
6880949004,189596817,183144579,183144579
6880949011,285072374,851608540,285072374
6880949014,157933678,127327676,157933678
6880949101,148509517,139282432,148509517
6880949111,373277517,186244788,186244788
6880949500,197886018,352742592,352742592
6880949502,280394584,1022379042,1022379042
6880949604,383979089,170193454,170193454
6880949605,1048740498,150371819,150371819
6880949704,131872908,139578077,139578077
6880949706,124180469,120825228,120825228
6880949711,1115870588,364012432,364012432
6880949808,1195335898,247277380,247277380
6880949904,1122724215,1222334168,1122724215
6880950011,835489139,295598858,295598858
6880950015,347804070,360381538,360381538
6880950205,109689513,215887385,215887385
6880950305,348586163,172632993,348586163
6880950310,933530950,239608702,933530950
6880950413,143049966,388747024,388747024
6880950417,222510497,284585142,222510497
6880950507,375703778,542747270,375703778
6880950609,556891970,416129898,416129898
6880950706,295651672,351036693,351036693
6880951011,374262474,1280347381,374262474
6880951100,427550819,128323938,128323938
6880951101,375671184,148328123,148328123
6880951118,134137517,219806167,219806167
6880951300,503284060,291539482,503284060
6880951612,122259932,1165000976,122259932
6880951814,1024766922,162930683,1024766922
6880952103,414729401,827467150,827467150
6880952203,246573115,491164020,246573115
6880952511,107665822,198998465,198998465
6880952703,151335521,198117894,151335521
6880952704,1008202263,111006043,1008202263
6880952708,840583618,1011043685,1011043685
6880952714,294547755,1119445560,1119445560
6880952900,110615526,301183695,301183695
6880953201,136498061,381576809,136498061
6880953401,1155175746,110852578,110852578
6880953403,403383236,1077300549,403383236
6880953404,222847665,1106073059,1106073059
6880953612,125321136,329738727,125321136
6880953715,297210803,223733543,223733543
6880954006,209580063,257890687,209580063
6880954418,221654637,980210823,980210823
6880954419,1019057950,734646170,1019057950
6880954516,393942152,940013994,940013994
6880954617,159067431,461723970,461723970
6880954618,136476762,1126223563,136476762
6880954704,138397553,123074825,123074825
6880954909,1012905277,880048497,880048497
6880954919,391055435,323096919,323096919
6880955017,355047679,356784657,355047679
6880955100,164245015,205003861,164245015
6880955208,896535635,1137606088,1137606088
6880955308,393642158,130259300,130259300
6880955508,264699592,186325061,186325061
6880955602,379448136,277666952,379448136
6880955705,132102003,154254549,132102003
6880955714,259040917,923472193,259040917
6880955815,169610559,509998700,509998700
6880955906,302665884,183536867,302665884
6880956005,455548578,1156386751,1156386751
6880956108,169107530,1406969852,1406969852
6880956109,1017268496,890369120,1017268496
6880956908,283641556,375356787,283641556
6880957006,310734184,1312719297,1312719297
6880957100,354816774,253940981,253940981
6880957112,145389956,456438903,145389956
6880957218,1476206197,999738260,1476206197
6880957415,297452945,203877569,297452945
6880957417,189117341,398951474,398951474
6880957500,526272600,200104610,200104610
6880957516,240111563,288097148,288097148
6880957601,850966377,306859702,850966377
6880957605,237027429,146927948,146927948
6880957707,781689520,337620008,781689520
6880957717,854417785,361422410,854417785
6880958202,126622639,124624592,126622639
6880958317,325471604,890067474,890067474
6880958400,260274224,426290599,260274224
6880958502,1233134203,425679207,1233134203
6880958617,1170833649,280310220,1170833649
6880959101,140769596,1468883663,140769596
6880959208,1249825125,965927065,965927065
6880959409,1153754314,191401045,1153754314
6880959412,327384154,125544489,125544489
6880959416,380842904,116455730,116455730
6880959519,1112529489,435231413,435231413
6880959604,124181361,180059349,180059349
6880959610,1229271199,244389607,1229271199
6880959718,996403964,281100902,281100902
6880959811,292781686,102369917,292781686
6880960014,240664139,148758557,240664139
6880960015,236245038,874405555,874405555
6880960107,250000661,247839903,250000661
6880960109,115438624,445625478,445625478
6880960112,985970252,1221385501,1221385501
6880960202,417612423,100775579,100775579
6880960309,110568151,1096569321,1096569321
6880960400,1261429080,232331418,232331418
6880960404,187459102,116614133,187459102
6880960405,196103071,844762494,844762494
6880960414,904908650,107886576,904908650
6880960710,967113260,194586563,967113260
6880960712,134972564,451383711,451383711
6880960716,147177765,161952892,147177765
6880960913,226163400,644322800,644322800
6880960917,418567432,136205292,418567432
6880960918,359262802,199229836,359262802
6880961015,196012404,170834508,170834508
6880961300,1143019799,1436509897,1436509897
6880961303,349703376,102321983,349703376
6880961306,867477183,315642355,867477183
6880961314,255140697,433212504,433212504
6880961400,1165157601,1061325589,1061325589
6880961402,193053833,1061967760,1061967760
6880961406,315710600,1169235927,315710600
6880961911,474862860,144546494,144546494
6880962001,207789520,160727585,207789520
6880962015,288524474,433091384,433091384
6880962016,183180797,931251240,931251240
6880962208,1298913992,153150259,1298913992
6880962209,562514160,206907180,562514160
6880962606,135008351,879048030,879048030
6880962618,130395030,317599454,317599454
6880962812,164525193,469795912,164525193
6880963005,295216720,134367754,295216720
6880963107,188719297,453335940,453335940
6880963202,144250827,143001883,143001883
6880963208,105068651,441806306,105068651
6880963213,1003995032,921639453,921639453
6880963503,181336255,1203967728,181336255
6880963601,1081866553,290828336,290828336
6880963608,211996715,348858341,211996715
6880963712,194702723,1031464695,1031464695
6880963716,441029252,140920867,441029252
6880963917,171246689,538906420,171246689
6880964001,999762457,176949384,176949384
6880964109,128677404,131347284,131347284
6880964112,1067771936,403938219,403938219
6880964203,900868025,755252930,755252930
6880964400,235466399,100719968,235466399
6880964403,651228440,125269571,651228440
6880964411,125605738,199469594,125605738
6880964715,1221274392,116769892,1221274392
6880964717,214410939,486410294,214410939
6880964816,860045630,179341854,179341854
6880964906,121275148,139063655,139063655
6880964912,312308192,129346175,312308192
6880964913,985084620,1040766166,1040766166
6880965204,376604882,110274459,376604882
6880965308,359165697,1212055998,359165697
6880965317,869445689,170655369,170655369
6880965400,296212159,347045983,347045983
6880965407,827443680,466969940,466969940
6880965807,1149368005,126337197,1149368005
6880965813,934015390,397518515,934015390
6880966015,139010872,1013386583,1013386583
6880966102,332473803,207961397,207961397
6880966303,162510599,211529774,162510599
6880966603,138286684,400012244,138286684
6880966607,118519491,334434820,334434820
6880966608,204754382,738544570,738544570
6880966708,179416946,228128547,179416946
6880966710,127212731,1017191587,1017191587
6880966803,167044868,489084170,167044868
6880966918,198633617,195509936,198633617
6880967005,1074229435,904899001,1074229435
6880967015,928398422,396665562,396665562
6880967213,891266477,849515500,849515500
6880967306,204619570,454027200,454027200
6880967506,243614851,276637642,243614851
6880967607,379218270,440941693,440941693
6880967608,138610609,150842913,138610609
6880967611,251054100,1010702635,1010702635
6880967613,452515084,244388489,452515084
6880968017,910643781,1193389976,910643781
6880968104,345414051,326409739,345414051
6880968210,162971375,235756454,235756454
6880968411,884679361,139163161,884679361
6880968706,417713866,364059138,364059138
6880968904,1156784949,880850969,1156784949
6880969100,200458039,224583607,224583607
6880969112,313066876,147021666,147021666
6880969303,127959114,398128022,398128022
6880969607,147668378,312921636,147668378
6880969810,909425481,362086650,362086650
6880969902,144055144,297919631,297919631
6880969908,126166910,867383510,867383510
6880970108,141008523,384897865,141008523
6880970412,972882341,236020419,236020419
6880970516,217664926,212922362,217664926
6880970616,851147986,1000913193,851147986
6880970703,161773918,206160471,161773918
6880970714,166959624,174916320,174916320
6880970813,234027902,296999682,234027902
6880970818,127332158,128791737,127332158
6880971010,135269892,848173484,135269892
6880971105,134673060,142630154,142630154
6880971111,1244759676,171424639,171424639
6880971406,136944276,131456064,131456064
6880971417,268702676,368673876,268702676
6880971507,139596907,1014607060,139596907
6880971607,1027964826,103858616,1027964826
6880971701,271631020,1419718780,1419718780
6880971808,346876567,430867477,430867477
6880972110,906266932,138127330,138127330
6880972313,178895398,314619513,314619513
6880972318,1165301171,315970093,1165301171
6880972502,217969653,207626732,217969653
6880972505,355625212,1272087670,355625212
6880972611,278753192,1141444950,278753192
6880972709,293194912,293314552,293194912
6880972812,293177410,150525545,150525545
6880972914,175438658,156028081,156028081
6880972918,204914102,1032524778,1032524778
6880973111,162608119,129562781,129562781
6880973115,1179611767,151548430,1179611767
6880973119,423503003,352929507,352929507
6880973300,152281405,355368556,355368556
6880973305,176340041,173550160,176340041
6880973808,159561730,872484724,159561730
6880973810,789673840,1251357029,1251357029
6880973900,605227485,455538722,605227485
6880974102,162258301,138576732,162258301
6880974105,114471282,111012428,111012428
6880974213,1090571442,1126106793,1090571442
6880974306,294391000,402079423,402079423
6880974509,181134321,317388321,317388321
6880974518,205548611,103000140,103000140
6880974611,325700310,904997811,325700310
6880974708,319629722,1242192501,1242192501
6880974802,394435320,101175514,101175514
6880974804,1005557973,220816450,220816450
6880974907,1045771678,335970629,335970629
6880975011,288796900,136104888,288796900
6880975013,675456323,107542656,675456323
6880975102,136336932,157662691,157662691
6880975401,147645963,840301590,147645963
6880975609,1030782383,358409727,1030782383
6880975700,100786510,307720789,307720789
6880975808,375966591,282153310,282153310
6880975818,1048959585,1029239396,1029239396
6880975919,296119881,285839718,296119881
6880976009,189991777,117099749,189991777
6880976011,115802721,140796346,140796346
6880976106,154584691,139464919,139464919
6880976107,1272505171,1428346293,1428346293
6880976116,1235861425,341204867,1235861425
6880976205,190035621,184446947,190035621
6880976414,321481897,332169380,321481897
6880976610,395606776,103838848,395606776
6880976616,222415233,1040748419,1040748419
6880976902,483050069,326484033,326484033
6880976912,305611377,451701328,305611377
6880977009,851762445,134599302,134599302
6880977017,908313977,190604485,908313977
6880977102,235008710,241579806,241579806
6880977108,148318550,870548736,148318550
6880977112,928127580,855904235,855904235
6880977116,162614898,1152017099,1152017099
6880977419,1039893862,875830862,875830862
6880977515,402243953,226616086,402243953
6880977617,385219554,884308461,884308461
6880977713,370907202,121508782,370907202
6880977908,232496777,104971377,232496777
6880977913,101836772,333832876,101836772
6880978016,398790305,185158701,398790305
6880978204,168437014,239226737,168437014
6880978316,889904580,352274511,352274511
6880978611,139433911,135825965,135825965
6880978612,133894886,275657826,275657826
6880978809,1100384305,1210946194,1100384305
6880978816,1128510466,349647089,349647089
6880978817,144971911,136502455,136502455
6880978906,113808233,606270440,606270440
6880978912,1074043223,1052200362,1052200362
6880979012,116779916,408978401,116779916
6880979013,279251210,206508578,206508578
6880979019,863993114,908905673,908905673
6880979107,175491803,420249910,175491803
6880979309,443154670,100682285,100682285
6880979404,185431601,192831649,192831649
6880979405,398351256,369917570,398351256
6880979610,403982149,148310292,403982149
6880979707,876849434,444016900,444016900
6880979801,1118683883,480638685,480638685
6880979805,850753807,1044602026,850753807
6880979814,375666457,1015935517,1015935517
6880980003,871098821,106505866,106505866
6880980109,911063913,861844262,861844262
6880980114,1286508506,1054719935,1054719935
6880980401,924618817,184945549,924618817
6880980804,108351856,143621823,143621823
6880980806,332506643,238385657,332506643
6880980808,939180370,157892761,157892761
6880980811,362262479,436242124,436242124
6880980814,838670775,256454151,838670775
6880980901,843396830,1089092296,1089092296
6880981312,118653354,150878157,150878157
6880981418,481505418,109678156,481505418
6880981502,1285643096,276587756,276587756
6880981508,296574648,130795991,130795991
6880981511,314187621,402996574,402996574
6880981512,122586880,161788682,122586880
6880981515,139921911,199463822,139921911
6880981605,373772759,288638212,373772759
6880981618,1161623987,1036633836,1036633836
6880981702,274523344,226424595,226424595
6880981704,255935640,192969824,192969824
6880981710,1095857383,341306310,341306310
6880981806,373213519,874277165,874277165
6880981902,136238899,307075738,307075738
6880981913,141142691,1137264682,1137264682
6880981915,151380714,242050000,242050000
6880982103,192283649,130512835,192283649
6880982405,259233464,218782426,218782426
6880982516,347092988,255830549,347092988
6880982608,198156508,456634238,456634238
6880982718,725892600,1095229396,1095229396
6880982900,360180223,192089725,192089725
6880982911,1236523585,919559529,919559529
6880983103,129994946,1247934828,1247934828
6880983319,167792441,214974177,214974177
6880983403,1037719049,1031782038,1037719049
6880983404,122627083,177788538,122627083
6880983416,1255231807,202912392,202912392
6880983618,132531139,136218077,136218077
6880983802,122245582,107441423,122245582
6880983806,314534691,1091734571,314534691
6880983913,111780741,138546771,138546771
6880984004,845637366,152712343,152712343
6880984103,129015995,217004207,217004207
6880984110,205189091,188881126,188881126
6880984119,1180767888,906874190,1180767888
6880984313,120618609,430123001,120618609
6880984319,290705930,788742620,290705930
6880984415,1223465284,297041336,297041336
6880984419,1270288306,379573428,1270288306
6880984506,161169141,402891106,161169141
6880984511,235594146,138240863,235594146
6880984601,209671511,153377558,153377558
6880984603,871592050,363277420,363277420
6880984916,1114033184,101716222,101716222
6880985007,889746894,1259090744,1259090744
6880985009,117925975,107105970,107105970
6880985018,488580350,161130438,161130438
6880985206,933711300,760929000,760929000
6880985309,712284140,193909752,193909752
6880985505,109093061,299391021,299391021
6880985602,357288535,430651322,430651322
6880985712,147831604,231506965,147831604
6880985719,128990702,941142980,128990702
6880985916,123723172,567069370,567069370
6880986016,1146045155,139458212,1146045155
6880986017,232255025,142991938,142991938
6880986108,408659461,287937062,408659461
6880986114,162737463,331063851,331063851
6880986205,866581473,918277587,918277587
6880986213,170863827,144758056,144758056
6880986301,434384913,374151350,374151350
6880986306,490646133,826534340,490646133
6880986401,433008338,128792751,433008338
6880986607,138767000,140436715,138767000
6880986708,278328018,326721246,326721246
6880986914,454811904,301976996,454811904
6880987000,182683976,191599616,191599616
6880987002,212120777,151057436,212120777
6880987004,455902219,876656976,455902219
6880987303,397122951,138591390,397122951
6880987514,897539545,407795026,407795026
6880987612,417773077,429086089,429086089
6880987716,420244387,926954225,420244387
6880987719,121185350,116475981,121185350
6880988006,141369202,163399315,141369202
6880988007,178093923,436607039,178093923
6880988017,1193428394,892729833,892729833
6880988101,165271034,152836506,165271034
6880988109,444306236,928979898,444306236
6880988202,345001363,181713590,345001363
6880988207,187839553,572302710,572302710
6880988209,1448855295,1429093354,1448855295
6880988304,651464350,1100326624,1100326624
6880988704,441828990,330932141,330932141
6880988801,1096927592,1024309654,1024309654
6880988803,321160506,471712595,471712595
6880988804,266359492,105863551,105863551
6880989019,275683648,1076631657,1076631657
6880989112,225422099,208061635,225422099
6880989309,199896703,303328313,303328313
6880989501,130696570,1234292536,130696570
6880989603,283576296,140706241,140706241
6880989612,192392793,240496085,192392793
6880989809,257536649,193774014,257536649
6880989905,326060878,318642846,318642846
6880989907,914474130,128581654,914474130
6880989909,133068021,219304220,133068021
6880990008,374219853,179700633,179700633
6880990315,113681558,360643493,113681558
6880990409,195171809,254090025,254090025
6880990617,251709696,218462294,218462294
6880990711,1030396955,129256965,1030396955
6880990905,192262373,136193118,136193118
6880991307,148462124,146232323,148462124
6880991711,388921934,245151884,245151884
6880991816,447185139,135203617,135203617
6880992106,199690132,201026644,199690132
6880992207,200162429,116069303,116069303
6880992712,143128071,374604537,374604537
6880992714,118641322,127504553,118641322
6880993607,419216221,122574925,419216221
6880993918,839130624,1039655335,1039655335
6880994015,1189878657,250105819,250105819
6880994209,961550370,1158495796,961550370
6880994402,196081151,220050007,196081151
6880994801,393472616,1296867667,393472616
6880994810,920253970,1228652508,920253970
6880994814,100393356,968258439,100393356
6880995107,688265930,103244437,103244437
6880995302,851003060,423063511,423063511
6880996502,160513011,160901857,160901857
6880996610,319439434,488771185,488771185
6880997604,467197107,1128359069,1128359069
6880997700,187582889,880308043,880308043
6880998201,445558354,344358506,344358506
6880998213,219794091,942655327,942655327
6880998514,903765756,171010887,171010887
6881000706,371805798,1275561314,371805798
6881000802,356654547,316677111,356654547
6881000901,1466782871,169306803,1466782871
6881002216,467725572,113518673,467725572
6881002718,186857109,877723118,877723118
6881002904,921769734,1075652094,1075652094
6881003701,1467974013,1107332402,1467974013
6881003714,149090295,528872680,528872680
6881004204,168460727,134537423,134537423
6881004711,299214916,156572357,156572357
6881008708,130186155,203363164,130186155
6881010216,847981390,955679100,955679100
6881012101,157703701,371079560,157703701
6881014511,246121816,212253426,212253426
6881016103,903478450,360846979,360846979
6881019317,165324020,188398665,165324020
6881022505,403584680,185832202,403584680
6881025405,298488952,888182382,298488952
6881030302,178237819,917478087,917478087
6881033105,174488194,352999221,174488194
6881374610,677987780,560959350,560959350
6881374812,415170462,254328252,254328252
6881375218,243103279,321027864,321027864
6881375616,344584108,912372636,912372636
6881375715,146418738,325656188,325656188
6881375803,1007398766,298573711,1007398766
6881375808,1172763866,470908548,1172763866
6881376003,904737983,1043136938,904737983
6881376016,150796946,152762685,150796946
6881376118,102291033,337732170,102291033
6881376503,194887839,218612022,218612022
6881376511,438557381,112020955,438557381
6881376802,137069097,172270581,137069097
6881376914,449880496,106485394,106485394
6881377019,130702992,418911610,418911610
6881377207,184757218,274351512,274351512
6881377210,287524608,195853235,195853235
6881377217,298488952,888182382,298488952
6881377504,239954529,1127994800,1127994800
6881377618,669931470,1066268788,669931470
6881378102,897344778,885799640,897344778
6881378107,405558286,1156982278,1156982278
6881378209,183371570,261452472,183371570
6881379206,416426844,374667852,374667852
6881379616,424425466,106547382,424425466
6881380016,986612230,145381693,145381693
6881380119,425874540,419741195,419741195
6881380317,244230545,415539887,244230545
6881380701,1115628904,933463412,933463412
6881381310,341650228,925802194,341650228
6881381700,115378070,398323016,115378070
6881381804,170785796,110550766,170785796
6881381906,148673797,392047872,148673797
6881382215,185168840,187266774,187266774
6881382307,318546297,120397813,120397813
6881382308,132467863,127283782,127283782
6881382407,930851709,187939285,187939285
6881382411,954675632,136003632,136003632
6881382502,172447501,133045580,133045580
6881382610,1137108152,338876567,1137108152
6881382614,1055315397,1025790193,1055315397
6881382803,1116692289,102820565,102820565
6881382810,443416434,181436432,443416434
6881382816,351393928,862894889,351393928
6881382915,429971559,891228966,891228966
6881383010,836961886,156915354,156915354
6881383017,930682043,375773015,375773015
6881383103,416286607,248576245,416286607
6881383114,355228461,104957788,104957788
6881383212,319287689,140190832,140190832
6881383217,147165213,901378292,147165213
6881385812,1118636780,125941160,125941160
6881385906,205514232,302328019,205514232
6881385916,430838509,139396015,139396015
6881386006,1057313591,103055318,1057313591
6881386305,1142286005,980549310,980549310
6881386311,231479571,126530483,231479571
6881386318,1174878828,885376485,885376485
6881386813,703066620,129835483,129835483
6881387013,1193508810,914257524,1193508810
6881387705,479702902,381806424,479702902
6881387916,312583141,159776023,159776023
6881387919,425778689,1345049837,1345049837
6881388103,458680032,148534410,458680032
6881388213,188867337,109224758,109224758
6881388403,227884395,242794102,242794102
6881388608,993400751,114157687,114157687
6881388609,414681264,102985670,414681264
6881388903,164621085,1225089092,1225089092
6881389201,399907068,890815382,890815382
6881389405,200021527,955486000,200021527
6881389406,901056484,105875187,901056484
6881389411,239505798,247548773,247548773
6881389518,348805146,412356980,412356980
6881389707,205938183,155313797,155313797
6881389904,920257465,1051236492,1051236492
6881389911,113841517,135273231,113841517
6881390208,127014793,198157801,127014793
6881390503,184977383,122857310,122857310
6881390505,654806020,169979084,654806020
6881390617,143723441,389660302,143723441
6881391302,1133388674,733620430,733620430
6881391609,877744342,133901322,133901322
6881391616,318359104,568377160,318359104
6881391818,1003515912,1069397731,1069397731
6881392719,179643505,775946260,775946260
6881392817,282557602,388702773,388702773
6881393401,369659819,1445025613,369659819
6881393610,210788429,328186125,328186125
6881393801,203890592,276479422,203890592
6881394011,205315422,312547337,312547337
6881394202,200218314,332356690,332356690
6881394308,1165280150,1280144326,1165280150
6881394309,1131706103,911150865,911150865
6881394517,881589115,179620002,881589115
6881394602,714040690,293066435,293066435
6881395315,906411730,337197236,906411730
6881395600,528321570,120037105,120037105
6881395619,1273752326,1061603896,1273752326
6881395904,869835790,401393017,401393017
6881395905,353074016,257848991,257848991
6881395917,223754186,724917200,724917200
6881396013,113614577,206415093,206415093
6881396111,208564171,121240578,121240578
6881396313,335832479,1114390384,335832479
6881396403,1084168830,865215751,865215751
6881396405,101813764,400281599,400281599
6881396509,924870361,1116000404,1116000404
6881396510,124239633,1093209242,124239633
6881396711,226128678,115210438,226128678
6881396714,366395238,276180652,366395238
6881396800,845272315,135737819,135737819
6881396803,243715049,298456494,243715049
6881396905,105064459,349285266,349285266
6881397015,136508403,100950273,100950273
6881397108,350924861,286031850,286031850
6881397111,133619282,168243205,168243205
6881397114,198218101,104682310,198218101
6881397212,1270186124,424990766,424990766
6881397301,868493220,309232731,309232731
6881397305,133035111,167702650,167702650
6881397313,168818011,180107506,180107506
6881397411,417722981,426266951,417722981
6881397412,155385213,121458323,121458323
6881397519,1096793948,1185770492,1096793948
6881397719,366822603,300972029,366822603
6881397911,143325478,341413924,143325478
6881397915,912197883,860402902,912197883
6881398008,1042998228,204038420,204038420
6881398118,137674489,103678514,137674489
6881398202,129457941,1101514336,129457941
6881398302,110182347,247255024,110182347
6881398403,103723262,346502681,103723262
6881398503,234973167,148306447,234973167
6881398713,865658180,126139974,126139974
6881398812,387546660,372194182,387546660
6881399800,170498727,157268318,157268318
6881399916,331853097,394424402,394424402
6881400110,403094841,444554253,444554253
6881400200,408635794,327003523,327003523
6881400417,178151951,1067375179,1067375179
6881400506,360425657,167839993,360425657
6881400704,127063155,315955887,315955887
6881400804,194511351,906094928,906094928
6881401006,390830336,753683260,753683260
6881401114,187020867,892694940,187020867
6881401515,837878480,153635084,153635084
